12wDate,Team,Pitcher,Open,Close,OpenOU,CloseOU
504,CWS,JPEAVY-R,-106,-106,7.5,7.5
504,DET,DSMYLY-L,-114,-114,7.5,7.5
504,TEX,CLEWIS-R,-136,-138,8.5,8.5
504,CLE,JGOMEZ-R,116,118,8.5,8.5
504,OAK,TROSS-R,179,160,7,7
504,TAM,DPRICE-L,-199,-180,7,7
504,BAL,WCHEN-L,145,132,8.5,8.5
504,BOS,JLESTER-L,-165,-152,8.5,8.5
504,NYY,CSABATHIA-L,-160,-167,8.5,8.5
504,KAN,BCHEN-L,140,147,8.5,8.5
504,TOR,HALVAREZ-R,104,100,8.5,8
504,LAA,ESANTANA-R,-124,-120,8.5,8
504,MIN,CPAVANO-R,110,117,7,7
504,SEA,JVARGAS-L,-130,-137,7,7
505,LOS,CCAPUANO-L,112,-130,8,7.5
505,CUB,CVOLSTAD-R,-132,110,8,7.5
505,PHI,VWORLEY-R,112,100,6.5,6.5
505,WAS,GGONZALEZ-L,-132,-120,6.5,6.5
505,MIL,RWOLF-L,135,124,7,7
505,SFO,BUMGARNER-L,-155,-144,7,7
505,ARI,PCORBIN-L,139,118,7.5,7
505,NYM,JSANTANA-L,-159,-138,7.5,7
505,STL,JGARCIA-L,-145,-133,8,8
505,HOU,BNORRIS-R,125,113,8,8
505,CIN,MLEAKE-R,-111,-107,8,7.5
505,PIT,JMCDONALD-R,-109,-113,8,7.5
505,ATL,MMINOR-L,-110,-125,10,10
505,COL,JMOYER-L,-110,105,10,10
505,MIA,MBUEHRLE-L,-117,-120,6.5,6.5
505,SDG,CRICHARD-L,-103,100,6.5,6.5
505,BAL,JHAMMEL-R,102,-108,9.5,9.5
505,BOS,ACOOK-R,-122,-112,9.5,9.5
505,CWS,GFLOYD-R,110,110,8.5,8.5
505,DET,MSCHERZER-R,-130,-130,8.5,8.5
505,TEX,DHOLLAND-L,-125,-144,9,8.5
505,CLE,DLOWE-R,105,124,9,8.5
505,OAK,BCOLON-R,132,124,7,7
505,TAM,HELLICKSON-R,-152,-144,7,7
505,NYY,HKURODA-R,-154,-141,9,9
505,KAN,FPAULINO-R,134,121,9,9
505,TOR,KDRABEK-R,145,120,7,7
505,LAA,CWILSON-L,-165,-140,7,7
505,MIN,JMARQUIS-R,178,164,7,6.5
505,SEA,FHERNANDZ-R,-198,-184,7,6.5
506,ARI,TCAHILL-R,-120,-105,7.5,7
506,NYM,RDICKEY-R,100,-105,7.5,7
506,CIN,MLATOS-R,-130,-138,8,8
506,PIT,CMORTON-R,110,118,8,8
506,STL,WAINWRIGHT-R,-165,-142,8,8.5
506,HOU,JHAPP-L,145,122,8,8.5
506,LOS,AHARANG-R,-113,-105,8.5,8.5
506,CUB,TWOOD-L,-107,-105,8.5,8.5
506,ATL,BBEACHY-R,-130,-115,9.5,9
506,COL,JNICASIO-R,110,-105,9.5,9
506,MIA,RNOLASCO-R,-145,-123,7,7
506,SDG,JWIELAND-R,125,103,7,7
506,MIL,SMARCUM-R,125,117,6.5,6
506,SFO,MCAIN-R,-145,-137,6.5,6
506,PHI,CHAMELS-L,100,-107,6,6
506,WAS,ZIMMERMANN-R,-120,-113,6,6
506,CWS,DAXELROD-R,130,148,9,9
506,DET,RPORCELLO-R,-150,-168,9,9
506,TEX,YDARVISH-R,-160,-174,8.5,8
506,CLE,UJIMENEZ-R,140,154,8.5,8
506,BAL,THUNTER-R,125,135,10.5,9.5
506,BOS,CBUCHHOLZ-R,-145,-155,10.5,9.5
506,OAK,TMILONE-L,155,144,8,7
506,TAM,MMOORE-L,-175,-164,8,7
506,NYY,PHUGHES-R,-135,-126,9.5,9.5
506,KAN,LHOCHEVAR-R,115,106,9.5,9.5
506,TOR,DHUTCHISN-R,130,122,8.5,8.5
506,LAA,JWILLIAMS-R,-150,-142,8.5,8.5
506,MIN,BLACKBURN-R,120,118,8,7.5
506,SEA,HNOESI-R,-140,-138,8,7.5
507,NYM,JNIESE-L,170,154,6.5,6.5
507,PHI,RHALLADAY-R,-200,-174,6.5,6.5
507,MIA,CZAMBRANO-R,100,-110,7,7.5
507,HOU,WRODRIGUZ-L,-120,-110,7,7.5
507,ATL,THANSON-R,-130,-120,9,7
507,CUB,SAMARDZIJA-R,110,100,9,7
507,CIN,BARROYO-R,110,-114,8,8.5
507,MIL,MESTRADA-R,-130,-106,8,8.5
507,STL,LLYNN-R,-130,-121,8.5,8.5
507,ARI,JSAUNDERS-L,110,101,8.5,8.5
507,COL,DPOMERANZ-L,110,-107,6.5,6.5
507,SDG,EVOLQUEZ-R,-130,-113,6.5,6.5
507,SFO,BZITO-L,125,138,6.5,7
507,LOS,TLILLY-L,-145,-158,6.5,7
507,CWS,ESTULTS-L,120,115,8.5,8.5
507,CLE,JTOMLIN-R,-140,-135,8.5,8.5
507,TEX,MHARRISON-L,-140,-130,9.5,9.5
507,BAL,BMATUSZ-L,120,110,9.5,9.5
507,BOS,FDOUBRONT-L,-125,-122,9.5,9
507,KAN,JSANCHEZ-L,105,102,9.5,9
507,LAA,JWEAVER-R,-200,-170,7.5,7.5
507,MIN,FLIRIANO-L,170,150,7.5,7.5
507,DET,DFISTER-R,-140,-133,7,7
507,SEA,BBEAVAN-R,120,113,7,7
507,CWS,PHUMBER-R,-115,-105,8.5,8.5
507,CLE,McALLISTER-R,-105,-115,8.5,8.5
508,WAS,EJACKSON-R,-130,-110,7.5,7
508,PIT,ABURNETT-R,110,-110,7.5,7
508,NYM,MBATISTA-R,150,162,8.5,8
508,PHI,JBLANTON-R,-170,-182,8.5,8
508,MIA,ASANCHEZ-R,-160,-170,8,8
508,HOU,ARODRIGUZ-R,140,150,8,8
508,ATL,RDELGADO-R,110,-107,7.5,7.5
508,CUB,RDEMPSTER-R,-130,-113,7.5,7.5
508,CIN,HBAILEY-R,120,100,8.5,8
508,MIL,YGALLARDO-R,-140,-120,8.5,8
508,STL,WESTBROOK-R,100,118,8.5,9
508,ARI,IKENNEDY-R,-120,-138,8.5,9
508,COL,AWHITE-R,100,-110,7,7
508,SDG,JSUPPAN-R,-120,-110,7,7
508,SFO,VOGELSONG-R,160,180,6,6
508,LOS,CKERSHAW-L,-180,-210,6,6
508,TEX,NFELIZ-R,-135,-107,8.5,8.5
508,BAL,JARRIETA-R,115,-113,8.5,8.5
508,CWS,JDANKS-L,130,117,8,8
508,CLE,JMASTERSN-R,-150,-137,8,8
508,TAM,JSHIELDS-R,-110,110,9,9
508,NYY,INOVA-R,-110,-130,9,9
508,BOS,DBARD-R,-135,-117,8.5,8.5
508,KAN,DDUFFY-L,115,-103,8.5,8.5
508,LAA,DHAREN-R,-180,-164,8,8
508,MIN,SDIAMOND-L,160,144,8,8
508,TOR,RROMERO-L,-130,-120,6.5,7
508,OAK,JPARKER-R,110,100,6.5,7
508,DET,VERLANDER-R,-220,-200,6.5,6.5
508,SEA,KMILLWOOD-R,190,170,6.5,6.5
509,CIN,JCUETO-R,100,-110,7,6.5
509,MIL,ZGREINKE-R,-120,-110,7,6.5
509,ATL,THUDSON-R,-130,-109,7,7
509,CUB,PMAHOLM-L,110,-111,7,7
509,COL,CFRIEDRCH-L,120,-102,7,7
509,SDG,ABASS-R,-140,-118,7,7
509,WAS,RDETWILER-L,-115,106,7,6.5
509,PIT,EBEDARD-L,-105,-126,7,6.5
509,NYM,DGEE-R,170,170,7,7
509,PHI,CLEE-L,-200,-190,7,7
509,MIA,JJOHNSON-R,-145,-142,8,8.5
509,HOU,LHARRELL-R,125,122,8,8.5
509,STL,KLOHSE-R,-125,-108,9.5,9.5
509,ARI,WMILEY-L,105,-112,9.5,9.5
509,SFO,TLINCECUM-R,115,107,6.5,6.5
509,LOS,BILLINGSLY-R,-135,-127,6.5,6.5
509,TOR,BMORROW-R,-140,-159,7,7.5
509,OAK,TROSS-R,120,139,7,7.5
509,CWS,JPEAVY-R,-120,-105,7.5,7.5
509,CLE,JGOMEZ-R,100,-105,7.5,7.5
509,TAM,JNIEMANN-R,110,121,9.5,9.5
509,NYY,DPHELPS-R,-130,-141,9.5,9.5
509,LAA,ESANTANA-R,-150,-143,8.5,8
509,MIN,CPAVANO-R,130,123,8.5,8
509,BOS,JLESTER-L,-155,-160,8.5,8
509,KAN,BCHEN-L,135,140,8.5,8
509,DET,DSMYLY-L,-130,-144,7,7
509,SEA,JVARGAS-L,110,124,7,7
510,WAS,STRASBURG-R,-165,-158,6.5,6
510,PIT,KCORREIA-R,145,138,6.5,6
510,TAM,DPRICE-L,165,118,8,7.5
510,NYY,CSABATHIA-L,-185,-138,8,7.5
510,TEX,DHOLLAND-L,-115,-170,9.5,9
510,BAL,THUNTER-R,-105,150,9.5,9
510,CLE,DLOWE-R,135,124,8.5,9
510,BOS,JBECKETT-R,-155,-144,8.5,9
510,TOR,HALVAREZ-R,-148,-156,8.5,8.5
510,MIN,JMARQUIS-R,128,136,8.5,8.5
510,DET,MSCHERZER-R,-106,-134,7,7
510,OAK,BCOLON-R,-114,114,7,7
510,TEX,CLEWIS-R,-123,-132,9,8.5
510,BAL,WCHEN-L,103,112,9,8.5
511,HOU,BNORRIS-R,120,124,7.5,7
511,PIT,JMCDONALD-R,-140,-144,7.5,7
511,SDG,CRICHARD-L,150,134,8.5,7.5
511,PHI,VWORLEY-R,-170,-154,8.5,7.5
511,NYM,JSANTANA-L,110,118,7,7
511,MIA,MBUEHRLE-L,-130,-138,7,7
511,WAS,GGONZALEZ-L,-120,-108,7.5,7.5
511,CIN,MLEAKE-R,100,-112,7.5,7.5
511,CUB,MGARZA-R,-130,-110,7.5,7.5
511,MIL,RWOLF-L,110,-110,7.5,7.5
511,ATL,MMINOR-L,135,124,8,8
511,STL,JGARCIA-L,-155,-144,8,8
511,SFO,BUMGARNER-L,-135,-120,9,9.5
511,ARI,PCORBIN-L,115,100,9,9.5
511,COL,JMOYER-L,155,140,7.5,7.5
511,LOS,CCAPUANO-L,-175,-160,7.5,7.5
511,SEA,FHERNANDZ-R,105,117,7.5,7.5
511,NYY,HKURODA-R,-125,-137,7.5,7.5
511,TAM,HELLICKSON-R,-130,-118,9,9
511,BAL,DEVELAND-L,110,-102,9,9
511,CLE,UJIMENEZ-R,105,106,10,9.5
511,BOS,CBUCHHOLZ-R,-125,-126,10,9.5
511,LAA,CWILSON-L,130,130,8.5,8.5
511,TEX,YDARVISH-R,-150,-150,8.5,8.5
511,KAN,FPAULINO-R,130,107,8.5,7.5
511,CWS,GFLOYD-R,-150,-127,8.5,7.5
511,TOR,KDRABEK-R,-145,-135,9,8.5
511,MIN,BLACKBURN-R,125,115,9,8.5
511,DET,RPORCELLO-R,-110,-120,7.5,7.5
511,OAK,TMILONE-L,-110,100,7.5,7.5
512,CUB,CVOLSTAD-R,160,144,8,8
512,MIL,SMARCUM-R,-180,-164,8,8
512,NYM,RDICKEY-R,125,124,7.5,7.5
512,MIA,RNOLASCO-R,-145,-144,7.5,7.5
512,SDG,EVOLQUEZ-R,170,161,6.5,6.5
512,PHI,RHALLADAY-R,-200,-181,6.5,6.5
512,HOU,JHAPP-L,110,115,8,8
512,PIT,CMORTON-R,-130,-135,8,8
512,WAS,ZIMMERMANN-R,-105,115,7.5,7
512,CIN,MLATOS-R,-115,-135,7.5,7
512,ATL,BBEACHY-R,100,115,7.5,7.5
512,STL,WAINWRIGHT-R,-120,-135,7.5,7.5
512,SFO,MCAIN-R,-120,-114,8,8.5
512,ARI,TCAHILL-R,100,-106,8,8.5
512,COL,JNICASIO-R,125,106,8,7.5
512,LOS,AHARANG-R,-145,-126,8,7.5
512,LAA,CWILSON-L,130,130,9.5,9.5
512,TEX,MHARRISON-L,-150,-150,9.5,9.5
512,SEA,HNOESI-R,155,170,10,10
512,NYY,PHUGHES-R,-175,-200,10,10
512,TAM,MMOORE-L,-120,-134,9.5,8.5
512,BAL,BMATUSZ-L,100,114,9.5,8.5
512,TOR,DHUTCHISN-R,-125,-134,9.5,9
512,MIN,PWALTERS-R,105,114,9.5,9
512,KAN,LHOCHEVAR-R,110,142,9,7.5
512,CWS,CSALE-L,-130,-162,9,7.5
512,CLE,McALLISTER-R,115,138,9.5,10
512,BOS,FDOUBRONT-L,-135,-158,9.5,10
512,DET,DFISTER-R,-130,-130,7,7
512,OAK,BMCCARTHY-R,110,110,7,7
513,WAS,EJACKSON-R,110,110,8.5,7.5
513,CIN,BARROYO-R,-130,-130,8.5,7.5
513,NYM,JNIESE-L,120,124,7,7.5
513,MIA,CZAMBRANO-R,-140,-144,7,7.5
513,HOU,WRODRIGUZ-L,-115,118,7,7
513,PIT,ABURNETT-R,-105,-138,7,7
513,SDG,JSUPPAN-R,170,220,7.5,7.5
513,PHI,CHAMELS-L,-200,-260,7.5,7.5
513,CUB,SAMARDZIJA-R,-110,-106,8,7.5
513,MIL,MESTRADA-R,-110,-114,8,7.5
513,ATL,THANSON-R,120,130,7,7
513,STL,LLYNN-R,-140,-150,7,7
513,SFO,BZITO-L,120,140,9,9
513,ARI,JSAUNDERS-L,-140,-160,9,9
513,COL,AWHITE-R,155,120,7.5,7
513,LOS,TLILLY-L,-175,-140,7.5,7
513,SEA,KMILLWOOD-R,170,170,10,10.5
513,NYY,APETTITTE-L,-200,-200,10,10.5
513,CLE,JMASTERSN-R,110,103,9,10
513,BOS,DBARD-R,-130,-123,9,10
513,TAM,JSHIELDS-R,-125,-120,8.5,8
513,BAL,JARRIETA-R,105,100,8.5,8
513,TOR,RROMERO-L,-155,-150,8,8
513,MIN,SDIAMOND-L,135,130,8,8
513,KAN,DDUFFY-L,110,-106,8.5,8
513,CWS,PHUMBER-R,-130,-114,8.5,8
513,DET,VERLANDER-R,-175,-165,6.5,6.5
513,OAK,JPARKER-R,155,145,6.5,6.5
513,LAA,JWEAVER-R,105,112,8,8
513,TEX,NFELIZ-R,-125,-132,8,8
514,SDG,TSTAUFFER-R,132,130,7,7
514,WAS,RDETWILER-L,-152,-150,7,7
514,HOU,LHARRELL-R,143,144,8.5,7.5
514,PHI,JBLANTON-R,-163,-164,8.5,7.5
514,MIL,YGALLARDO-R,-135,-144,8.5,8.5
514,NYM,MBATISTA-R,115,124,8.5,8.5
514,PIT,BLINCOLN-R,157,170,7,7
514,MIA,ASANCHEZ-R,-177,-190,7,7
514,CIN,HBAILEY-R,118,112,8.5,8.5
514,ATL,RDELGADO-R,-138,-132,8.5,8.5
514,CUB,RDEMPSTER-R,139,140,7,7.5
514,STL,WESTBROOK-R,-159,-160,7,7.5
514,ARI,IKENNEDY-R,154,130,6,5.5
514,LOS,CKERSHAW-L,-174,-150,6,5.5
514,COL,CFRIEDRCH-L,116,-105,7,7
514,SFO,VOGELSONG-R,-136,-115,7,7
514,TAM,JNIEMANN-R,114,122,8,8
514,TOR,BMORROW-R,-134,-142,8,8
514,NYY,INOVA-R,-109,-115,9,9
514,BAL,JHAMMEL-R,-111,-105,9,9
514,SEA,JVARGAS-L,147,160,9,9
514,BOS,JLESTER-L,-167,-180,9,9
514,KAN,BCHEN-L,174,160,10,9.5
514,TEX,SFELDMAN-R,-204,-180,10,9.5
514,CLE,JGOMEZ-R,-118,-120,8.5,9
514,MIN,CPAVANO-R,-102,100,8.5,9
514,DET,DSMYLY-L,-117,-123,8,8
514,CWS,JDANKS-L,-103,103,8,8
514,OAK,TROSS-R,165,180,7.5,7
514,LAA,DHAREN-R,-185,-210,7.5,7
515,SDG,ABASS-R,200,170,6,6
515,WAS,STRASBURG-R,-230,-200,6,6
515,HOU,JLYLES-R,175,180,7,7
515,PHI,CLEE-L,-205,-210,7,7
515,CUB,PMAHOLM-L,170,146,7.5,8.5
515,STL,KLOHSE-R,-200,-166,7.5,8.5
515,MIL,ZGREINKE-R,-135,-130,7,7
515,NYM,DGEE-R,115,110,7,7
515,PIT,KCORREIA-R,155,160,7,7
515,MIA,JJOHNSON-R,-175,-180,7,7
515,CIN,JCUETO-R,-110,-106,7,7
515,ATL,THUDSON-R,-110,-114,7,7
515,ARI,WMILEY-L,120,-102,6.5,6.5
515,LOS,BILLINGSLY-R,-140,-118,6.5,6.5
515,COL,JGUTHRIE-R,135,145,7,6.5
515,SFO,TLINCECUM-R,-155,-165,7,6.5
515,CLE,DLOWE-R,-150,-132,9,9.5
515,MIN,JMARQUIS-R,130,112,9,9.5
515,DET,MSCHERZER-R,115,-110,8,8.5
515,CWS,JPEAVY-R,-135,-110,8,8.5
515,SEA,BBEAVAN-R,170,154,9.5,9.5
515,BOS,JBECKETT-R,-200,-174,9.5,9.5
515,OAK,BCOLON-R,130,135,7.5,7.5
515,LAA,ESANTANA-R,-150,-155,7.5,7.5
515,TAM,DPRICE-L,-110,-115,7.5,7.5
515,TOR,HALVAREZ-R,-110,-105,7.5,7.5
515,NYY,CSABATHIA-L,-150,-150,8,8.5
515,BAL,WCHEN-L,130,130,8,8.5
515,KAN,VMAZZARO-R,210,200,10,10
515,TEX,CLEWIS-R,-250,-230,10,10
516,LOS,CCAPUANO-L,-119,-108,6.5,6.5
516,SDG,CRICHARD-L,-101,-112,6.5,6.5
516,PIT,EBEDARD-L,142,115,6.5,6.5
516,WAS,GGONZALEZ-L,-162,-135,6.5,6.5
516,MIA,MBUEHRLE-L,-107,-110,8,7.5
516,ATL,MMINOR-L,-113,-110,8,7.5
516,CIN,MLEAKE-R,114,112,7.5,7
516,NYM,JSANTANA-L,-134,-132,7.5,7
516,PHI,KKENDRICK-R,125,135,7.5,7
516,CUB,MGARZA-R,-145,-155,7.5,7
516,MIL,RWOLF-L,-111,-105,8,8
516,HOU,BNORRIS-R,-109,-115,8,8
516,ARI,PCORBIN-L,102,-110,10.5,10.5
516,COL,JMOYER-L,-122,-110,10.5,10.5
516,STL,JGARCIA-L,-114,-110,7,6.5
516,SFO,BUMGARNER-L,-106,-110,7,6.5
516,SEA,FHERNANDZ-R,-115,-110,7,7.5
516,CLE,UJIMENEZ-R,-105,-110,7,7.5
516,NYY,HKURODA-R,-120,-127,9,9.5
516,TOR,KDRABEK-R,100,107,9,9.5
516,MIN,BLACKBURN-R,165,160,9,9.5
516,DET,RPORCELLO-R,-185,-180,9,9.5
516,BOS,CBUCHHOLZ-R,114,117,8.5,8.5
516,TAM,HELLICKSON-R,-134,-137,8.5,8.5
516,OAK,TMILONE-L,200,200,9,8.5
516,TEX,YDARVISH-R,-230,-240,9,8.5
516,BAL,THUNTER-R,106,112,9,8.5
516,KAN,FPAULINO-R,-126,-132,9,8.5
516,CWS,GFLOYD-R,104,-104,7.5,7.5
516,LAA,JWILLIAMS-R,-124,-116,7.5,7.5
517,CIN,MLATOS-R,-105,-122,7.5,7
517,NYM,RDICKEY-R,-105,102,7.5,7
517,ARI,TCAHILL-R,-108,102,9.5,9.5
517,COL,JNICASIO-R,-112,-122,9.5,9.5
517,STL,WAINWRIGHT-R,100,103,6.5,6.5
517,SFO,MCAIN-R,-120,-123,6.5,6.5
517,PIT,JMCDONALD-R,140,130,6.5,6
517,WAS,ZIMMERMANN-R,-160,-150,6.5,6
517,MIA,RNOLASCO-R,120,132,7.5,7.5
517,ATL,BBEACHY-R,-140,-152,7.5,7.5
517,MIL,SMARCUM-R,-145,-142,7.5,7.5
517,HOU,JHAPP-L,125,122,7.5,7.5
517,PHI,RHALLADAY-R,-174,-160,7,7
517,CUB,CVOLSTAD-R,154,140,7,7
517,LOS,AHARANG-R,-105,103,6.5,6
517,SDG,EVOLQUEZ-R,-115,-123,6.5,6
517,SEA,HNOESI-R,132,124,8.5,8.5
517,CLE,McALLISTER-R,-152,-144,8.5,8.5
517,MIN,PWALTERS-R,204,185,8,8.5
517,DET,DFISTER-R,-234,-215,8,8.5
517,OAK,BMCCARTHY-R,160,148,9,9
517,TEX,MHARRISON-L,-180,-168,9,9
517,BAL,BMATUSZ-L,-103,101,9.5,8.5
517,KAN,LHOCHEVAR-R,-117,-121,9.5,8.5
517,CWS,CSALE-L,140,131,7,7
517,LAA,CWILSON-L,-160,-151,7,7
517,NYY,PHUGHES-R,-114,-118,10,9
517,TOR,DHUTCHISN-R,-106,-102,10,9
517,BOS,FDOUBRONT-L,100,-102,9,8.5
517,TAM,MMOORE-L,-120,-118,9,8.5
518,STL,LLYNN-R,-115,-126,6.5,6.5
518,LOS,TLILLY-L,-105,106,6.5,6.5
518,CWS,PHUMBER-R,120,107,9,9
518,CUB,SAMARDZIJA-R,-140,-127,9,9
518,BOS,DBARD-R,120,130,7.5,7
518,PHI,CHAMELS-L,-140,-150,7.5,7
518,BAL,JARRIETA-R,-107,-105,7.5,7
518,WAS,EJACKSON-R,-113,-115,7.5,7
518,NYM,JNIESE-L,140,133,7.5,7.5
518,TOR,RROMERO-L,-160,-153,7.5,7.5
518,CIN,BARROYO-R,104,144,9.5,9.5
518,NYY,APETTITTE-L,-124,-164,9.5,9.5
518,MIA,CZAMBRANO-R,-106,102,8,8
518,CLE,JMASTERSN-R,-114,-122,8,8
518,PIT,CMORTON-R,200,200,7,7.5
518,DET,VERLANDER-R,-240,-240,7,7.5
518,ATL,THANSON-R,105,-102,7,7
518,TAM,JSHIELDS-R,-125,-118,7,7
518,TEX,NFELIZ-R,-154,-142,8,8.5
518,HOU,WRODRIGUZ-L,134,122,8,8.5
518,MIN,SDIAMOND-L,117,107,8,8.5
518,MIL,MESTRADA-R,-137,-127,8,8.5
518,ARI,JSAUNDERS-L,-114,-119,8.5,9.5
518,KAN,LMENDOZA-R,-106,-101,8.5,9.5
518,SEA,KMILLWOOD-R,120,113,10.5,11
518,COL,AWHITE-R,-140,-133,10.5,11
518,LAA,JWEAVER-R,-172,-170,6,6
518,SDG,JSUPPAN-R,152,150,6,6
518,OAK,JPARKER-R,-113,-105,6.5,6.5
518,SFO,BZITO-L,-107,-105,6.5,6.5
519,STL,WESTBROOK-R,125,124,6,6
519,LOS,CKERSHAW-L,-145,-144,6,6
519,CIN,HBAILEY-R,142,124,9.5,9.5
519,NYY,INOVA-R,-162,-144,9.5,9.5
519,NYM,MBATISTA-R,173,190,8.5,9
519,TOR,BMORROW-R,-203,-220,8.5,9
519,OAK,TROSS-R,120,110,7,7.5
519,SFO,VOGELSONG-R,-140,-130,7,7.5
519,PIT,ABURNETT-R,145,144,8,8
519,DET,DSMYLY-L,-165,-164,8,8
519,MIA,ASANCHEZ-R,-105,-110,7.5,7.5
519,CLE,JGOMEZ-R,-105,-110,7.5,7.5
519,MIN,CPAVANO-R,145,160,8,9
519,MIL,YGALLARDO-R,-165,-180,8,9
519,SEA,JVARGAS-L,133,154,9,8.5
519,COL,CFRIEDRCH-L,-153,-174,9,8.5
519,ATL,RDELGADO-R,-113,-108,8.5,8
519,TAM,ACOBB-R,-107,-112,8.5,8
519,TEX,DHOLLAND-L,-165,-170,9,9
519,HOU,LHARRELL-R,145,150,9,9
519,BAL,JHAMMEL-R,-111,-106,7,7
519,WAS,RDETWILER-L,-109,-114,7,7
519,BOS,JLESTER-L,-113,-125,8,7.5
519,PHI,JBLANTON-R,-107,105,8,7.5
519,CWS,JDANKS-L,125,122,8.5,9
519,CUB,RDEMPSTER-R,-145,-142,8.5,9
519,ARI,IKENNEDY-R,-113,-106,8.5,8.5
519,KAN,BCHEN-L,-107,-114,8.5,8.5
519,LAA,DHAREN-R,-138,-165,6.5,6.5
519,SDG,ESTULTS-L,118,145,6.5,6.5
520,STL,KLOHSE-R,-120,-118,7,7
520,LOS,BILLINGSLY-R,100,-102,7,7
520,NYM,DGEE-R,145,130,9,8.5
520,TOR,HALVAREZ-R,-165,-150,9,8.5
520,CIN,JCUETO-R,135,160,8,7.5
520,NYY,CSABATHIA-L,-155,-180,8,7.5
520,MIA,JJOHNSON-R,-110,-104,7.5,7.5
520,CLE,DLOWE-R,-110,-116,7.5,7.5
520,PIT,KCORREIA-R,155,152,8.5,9
520,DET,MSCHERZER-R,-175,-172,8.5,9
520,BOS,JBECKETT-R,125,120,7,7
520,PHI,CLEE-L,-145,-140,7,7
520,BAL,WCHEN-L,145,124,6.5,6.5
520,WAS,STRASBURG-R,-165,-144,6.5,6.5
520,ATL,THUDSON-R,115,130,7,7
520,TAM,DPRICE-L,-135,-150,7,7
520,TEX,CLEWIS-R,-175,-160,9,8.5
520,HOU,JLYLES-R,155,140,9,8.5
520,MIN,JMARQUIS-R,180,190,8.5,8.5
520,MIL,ZGREINKE-R,-210,-220,8.5,8.5
520,ARI,WMILEY-L,-125,-115,9,8.5
520,KAN,NADCOCK-R,105,-105,9,8.5
520,CWS,JPEAVY-R,-130,-108,11,11.5
520,CUB,PMAHOLM-L,110,-112,11,11.5
520,SEA,BBEAVAN-R,125,117,10.5,10
520,COL,JGUTHRIE-R,-145,-137,10.5,10
520,OAK,BCOLON-R,135,122,7,7
520,SFO,TLINCECUM-R,-155,-142,7,7
520,LAA,ESANTANA-R,-120,-125,6.5,7
520,SDG,ABASS-R,100,105,6.5,7
521,WAS,GGONZALEZ-L,-130,-125,8,7
521,PHI,KKENDRICK-R,110,105,8,7
521,NYM,JSANTANA-L,-110,-106,7,6.5
521,PIT,EBEDARD-L,-110,-114,7,6.5
521,ATL,MMINOR-L,105,-108,9,9
521,CIN,MLEAKE-R,-125,-112,9,9
521,COL,JMOYER-L,155,135,8,8
521,MIA,MBUEHRLE-L,-175,-155,8,8
521,CUB,MGARZA-R,-110,-114,7,7
521,HOU,BNORRIS-R,-110,-106,7,7
521,SFO,BUMGARNER-L,-120,-110,8,7.5
521,MIL,RWOLF-L,100,-110,8,7.5
521,SDG,CRICHARD-L,160,160,7.5,8
521,STL,JGARCIA-L,-180,-180,7.5,8
521,LOS,CCAPUANO-L,-120,105,9,9
521,ARI,PCORBIN-L,100,-125,9,9
521,KAN,FPAULINO-R,155,135,9.5,8.5
521,NYY,HKURODA-R,-175,-155,9.5,8.5
521,BOS,CBUCHHOLZ-R,-110,-110,9.5,9
521,BAL,THUNTER-R,-110,-110,9.5,9
521,TOR,KDRABEK-R,115,130,8,8
521,TAM,HELLICKSON-R,-135,-150,8,8
521,LAA,JWILLIAMS-R,-110,-115,7,7
521,OAK,TMILONE-L,-110,-105,7,7
521,TEX,YDARVISH-R,-140,-140,6.5,6.5
521,SEA,FHERNANDZ-R,120,120,6.5,6.5
522,NYM,RDICKEY-R,110,105,7,7
522,PIT,JMCDONALD-R,-130,-125,7,7
522,WAS,ZIMMERMANN-R,140,122,6.5,6
522,PHI,RHALLADAY-R,-160,-142,6.5,6
522,ATL,BBEACHY-R,-125,-112,8,7.5
522,CIN,MLATOS-R,105,-108,8,7.5
522,COL,JNICASIO-R,120,-102,8,8
522,MIA,RNOLASCO-R,-140,-118,8,8
522,CUB,TWOOD-L,-105,100,8,8
522,HOU,JHAPP-L,-115,-120,8,8
522,SFO,MCAIN-R,-105,-105,7,6.5
522,MIL,SMARCUM-R,-115,-105,7,6.5
522,SDG,EVOLQUEZ-R,150,134,8,7.5
522,STL,WAINWRIGHT-R,-170,-154,8,7.5
522,LOS,AHARANG-R,115,115,9,9
522,ARI,TCAHILL-R,-135,-135,9,9
522,KAN,LHOCHEVAR-R,150,150,9.5,9
522,NYY,PHUGHES-R,-170,-170,9.5,9
522,DET,RPORCELLO-R,-105,-106,9,9
522,CLE,UJIMENEZ-R,-115,-114,9,9
522,BOS,FDOUBRONT-L,-130,-115,9.5,9.5
522,BAL,BMATUSZ-L,110,-105,9.5,9.5
522,TOR,DHUTCHISN-R,105,118,8.5,8
522,TAM,MMOORE-L,-125,-138,8.5,8
522,MIN,PWALTERS-R,150,130,8.5,8
522,CWS,GFLOYD-R,-170,-150,8.5,8
522,LAA,CWILSON-L,-150,-144,6.5,6.5
522,OAK,GGODFREY-R,130,124,6.5,6.5
522,TEX,MHARRISON-L,-170,-144,8,7.5
522,SEA,HNOESI-R,150,124,8,7.5
523,NYM,JNIESE-L,-110,-105,7.5,7.5
523,PIT,CMORTON-R,-110,-105,7.5,7.5
