Date,Team,Pitcher,Open,Close,OpenOU,CloseOU
405,STL,WAINWRIGHT-R,-115,-102,7.5,7
405,CUB,JLESTER-L,-105,-108,7.5,7
406,COL,KKENDRICK-R,140,138,8,9
406,MIL,KLOHSE-R,-160,-153,8,9
406,NYM,BCOLON-R,170,150,7,7
406,WAS,MSCHERZER-R,-190,-170,7,7
406,ATL,JTEHERAN-R,105,137,7,7
406,MIA,HALVAREZ-R,-125,-152,7,7
406,PIT,FLIRIANO-L,110,113,7,7
406,CIN,JCUETO-R,-130,-123,7,7
406,SDG,JSHIELDS-R,170,174,6,6
406,LOS,CKERSHAW-L,-190,-194,6,6
406,SFO,BUMGARNER-L,-140,-143,7.5,7.5
406,ARI,COLLMENTER-R,120,128,7.5,7.5
406,TOR,HUTCHISON-R,130,125,8,8
406,NYY,MTANAKA-R,-150,-140,8,8
406,MIN,PHUGHES-R,170,146,7.5,8
406,DET,DPRICE-L,-190,-161,7.5,8
406,BAL,CTILLMAN-R,105,113,7.5,7
406,TAM,CARCHER-R,-125,-123,7.5,7
406,CWS,SAMARDZIJA-R,105,110,7.5,7.5
406,KAN,YVENTURA-R,-125,-120,7.5,7.5
406,LAA,JWEAVER-R,125,140,6.5,6.5
406,SEA,FHERNANDZ-R,-145,-155,6.5,6.5
406,CLE,CKLUBER-R,-125,-110,7.5,7.5
406,HOU,DKEUCHEL-L,105,100,7.5,7.5
406,TEX,YGALLARDO-R,130,151,7,7
406,OAK,SGRAY-R,-150,-166,7,7
406,BOS,CBUCHHOLZ-R,-109,-104,7.5,7.5
406,PHI,CHAMELS-L,-111,-106,7.5,7.5
407,ATL,AWOOD-L,115,131,7,7
407,MIA,MLATOS-R,-135,-146,7,7
407,COL,JLYLES-R,145,113,8.5,8
407,MIL,MGARZA-R,-165,-123,8.5,8
407,SFO,VOGELSONG-R,105,-105,7.5,8.5
407,ARI,DELAROSA-R,-125,-105,7.5,8.5
407,SDG,TROSS-R,150,130,6.5,6.5
407,LOS,ZGREINKE-R,-170,-145,6.5,6.5
407,BAL,WCHEN-L,100,-108,7.5,7
407,TAM,NKARNS-R,-120,-102,7.5,7
407,TEX,CLEWIS-R,140,140,7.5,7
407,OAK,JHAHN-R,-160,-155,7.5,7
407,LAA,CWILSON-L,120,110,7.5,7
407,SEA,JPAXTON-L,-140,-120,7.5,7
408,STL,LLYNN-R,-114,100,6.5,6
408,CUB,JARRIETA-R,-106,-110,6.5,6
408,NYM,JDEGROM-R,140,120,6.5,6
408,WAS,ZIMMERMAN-R,-160,-135,6.5,6
408,ATL,SMILLER-R,105,115,7.5,7.5
408,MIA,TKOEHLER-R,-125,-130,7.5,7.5
408,PIT,GCOLE-R,-115,-120,7,7.5
408,CIN,MLEAKE-R,-105,110,7,7.5
408,COL,EBUTLER-R,130,116,8.5,8.5
408,MIL,WPERALTA-R,-150,-131,8.5,8.5
408,SFO,CHESTON-R,110,106,9,8.5
408,ARI,HELLICKSON-R,-130,-116,9,8.5
408,SDG,ACASHNER-R,125,110,7,7
408,LOS,BMCCARTHY-R,-145,-120,7,7
408,MIN,RNOLASCO-R,170,150,8,8.5
408,DET,ASANCHEZ-R,-200,-170,8,8.5
408,TOR,RDICKEY-R,120,117,7.5,6.5
408,NYY,MPINEDA-R,-140,-132,7.5,6.5
408,BAL,MGONZALEZ-R,105,102,7.5,7.5
408,TAM,JODORIZZI-R,-125,-112,7.5,7.5
408,CWS,JQUINTANA-L,115,109,8,7.5
408,KAN,DDUFFY-L,-135,-119,8,7.5
408,CLE,CCARRASCO-R,-120,-120,8,8.5
408,HOU,SFELDMAN-R,100,110,8,8.5
408,TEX,RDETWILER-L,150,145,7.5,6.5
408,OAK,SKAZMIR-L,-170,-160,7.5,6.5
408,LAA,SHOEMAKER-R,120,115,7,7
408,SEA,HIWAKUMA-R,-140,-130,7,7
408,BOS,RPORCELLO-R,-140,-140,8,7.5
408,PHI,AHARANG-R,120,125,8,7.5
409,PIT,ABURNETT-R,-120,-107,8,8
409,CIN,DESCLAFANI-R,100,-103,8,8
409,NYM,MHARVEY-R,115,104,6,6
409,WAS,STRASBURG-R,-135,-114,6,6
409,SFO,THUDSON-R,115,117,7,7
409,SDG,IKENNEDY-R,-135,-127,7,7
409,MIN,KGIBSON-R,140,126,8.5,9
409,DET,SGREENE-R,-160,-141,8.5,9
409,CWS,JDANKS-L,110,119,8.5,8.5
409,KAN,EVOLQUEZ-R,-130,-134,8.5,8.5
409,CLE,TBAUER-R,-115,-106,8.5,9
409,HOU,AWOJCIECH-R,-105,-104,8.5,9
409,TEX,NMARTINEZ-R,125,145,7.5,7.5
409,OAK,KGRAVEMAN-R,-145,-160,7.5,7.5
409,TOR,DNORRIS-L,110,-140,8,7.5
409,NYY,CSABATHIA-L,-130,125,8,7.5
409,BOS,MASTERSON-R,-150,-125,8,7.5
409,PHI,DBUCHANAN-R,130,115,8,7.5
410,CUB,TWOOD-L,115,125,10.5,10
410,COL,TMATZEK-L,-135,-140,10.5,10
410,WAS,GGONZALEZ-L,-165,-165,7.5,7.5
410,PHI,JWILLIAMS-R,145,150,7.5,7.5
410,STL,JLACKEY-R,-120,-125,8,8
410,CIN,JMARQUIS-R,100,115,8,8
410,NYM,JNIESE-L,-120,-115,7,7
410,ATL,ESTULTS-L,100,105,7,7
410,PIT,JLOCKE-L,102,125,8,7.5
410,MIL,MFIERS-R,-122,-140,8,7.5
410,LOS,BANDERSON-L,-143,-119,8.5,8.5
410,ARI,CANDERSON-R,123,109,8.5,8.5
410,SFO,TLINCECUM-R,105,107,7,7
410,SDG,BMORROW-R,-125,-117,7,7
410,TOR,MBUEHRLE-L,104,104,8.5,9
410,BAL,BNORRIS-R,-124,-114,8.5,9
410,DET,ASIMON-R,-113,114,8.5,8.5
410,CLE,MCALLISTER-R,-107,-124,8.5,8.5
410,HOU,CMCHUGH-R,100,108,8.5,8
410,TEX,DHOLLAND-L,-120,-118,8.5,8
410,MIN,TMILONE-L,125,102,9,9
410,CWS,HNOESI-R,-145,-112,9,9
410,BOS,WMILEY-L,-112,-102,7.5,8.5
410,NYY,NEOVALDI-R,-108,-108,7.5,8.5
410,KAN,JVARGAS-L,125,117,8,7.5
410,LAA,HSANTIAGO-L,-145,-132,8,7.5
410,SEA,TWALKER-R,105,101,7,7
410,OAK,DPOMERANZ-L,-125,-111,7,7
410,TAM,SGELTZ-R,140,111,7.5,7.5
410,MIA,DHAREN-R,-160,-121,7.5,7.5
411,STL,MWACHA-R,110,107,6.5,6.5
411,CIN,JCUETO-R,-130,-117,6.5,6.5
411,WAS,DFISTER-R,-120,-105,7,6.5
411,PHI,CHAMELS-L,100,-105,7,6.5
411,NYM,DGEE-R,110,107,6.5,7
411,ATL,JTEHERAN-R,-130,-117,6.5,7
411,PIT,VWORLEY-R,-105,119,8.5,8
411,MIL,JNELSON-R,-115,-129,8.5,8
411,CUB,JHAMMEL-R,105,100,10.5,10.5
411,COL,KKENDRICK-R,-125,-110,10.5,10.5
411,LOS,CKERSHAW-L,-210,-200,7,7
411,ARI,ABRADLEY-R,180,170,7,7
411,SFO,BUMGARNER-L,-115,-101,6,6
411,SDG,JSHIELDS-R,-105,-109,6,6
411,BOS,JKELLY-R,-125,105,8.5,8.5
411,NYY,AWARREN-R,105,-115,8.5,8.5
411,MIN,MPELFREY-R,160,144,8.5,8.5
411,CWS,SAMARDZIJA-R,-180,-159,8.5,8.5
411,SEA,JHAPP-L,140,125,7,7.5
411,OAK,SGRAY-R,-160,-140,7,7.5
411,DET,DPRICE-L,-112,-107,7,6
411,CLE,CKLUBER-R,-108,-103,7,6
411,TOR,ASANCHEZ-R,100,-102,9,8
411,BAL,UJIMENEZ-R,-120,-108,9,8
411,HOU,RHERNANDE-R,130,113,8.5,9
411,TEX,YGALLARDO-R,-150,-123,8.5,9
411,KAN,JGUTHRIE-R,145,115,7.5,7.5
411,LAA,JWEAVER-R,-165,-130,7.5,7.5
411,TAM,CARCHER-R,115,-105,7,7.5
411,MIA,JCOSART-R,-135,-105,7,7.5
412,STL,CMARTINEZ-R,-115,-113,8,7.5
412,CIN,RIGLESIAS-R,-105,103,8,7.5
412,WAS,MSCHERZER-R,-205,-195,7,7
412,PHI,O'SULLIVAN-R,175,175,7,7
412,NYM,BCOLON-R,105,113,7,6.5
412,ATL,AWOOD-L,-125,-123,7,6.5
412,PIT,CSADLER-R,115,100,8.5,8.5
412,MIL,KLOHSE-R,-135,-110,8.5,8.5
412,CUB,HENDRICKS-R,115,100,10,10
412,COL,JLYLES-R,-135,-110,10,10
412,LOS,ZGREINKE-R,-160,-144,7.5,8
412,ARI,COLLMENTER-R,140,129,7.5,8
412,SFO,JPEAVY-R,120,125,6.5,6.5
412,SDG,TROSS-R,-140,-140,6.5,6.5
412,DET,KLOBSTEIN-L,-105,-117,9,8
412,CLE,THOUSE-L,-115,107,9,8
412,TOR,HUTCHISON-R,100,108,8.5,8
412,BAL,CTILLMAN-R,-120,-118,8.5,8
412,MIN,PHUGHES-R,150,152,7.5,7.5
412,CWS,CSALE-L,-170,-172,7.5,7.5
412,HOU,DKEUCHEL-L,-120,-124,8.5,8.5
412,TEX,CLEWIS-R,100,114,8.5,8.5
412,KAN,YVENTURA-R,105,106,7.5,7
412,LAA,CWILSON-L,-125,-116,7.5,7
412,SEA,FHERNANDZ-R,-135,-140,6.5,7
412,OAK,JHAHN-R,115,125,6.5,7
412,BOS,CBUCHHOLZ-R,-115,107,7,7.5
412,NYY,MTANAKA-R,-105,-117,7,7.5
412,TAM,NKARNS-R,140,112,7.5,7.5
412,MIA,HALVAREZ-R,-160,-122,7.5,7.5
413,PHI,AHARANG-R,155,150,7,7
413,NYM,JDEGROM-R,-175,-170,7,7
413,MIL,MGARZA-R,165,150,7,7.5
413,STL,WAINWRIGHT-R,-185,-170,7,7.5
413,COL,EBUTLER-R,100,118,7.5,7.5
413,SFO,CHESTON-R,-120,-133,7.5,7.5
413,MIA,MLATOS-R,110,-101,7,7
413,ATL,SMILLER-R,-130,-109,7,7
413,CIN,MLEAKE-R,140,132,7,7.5
413,CUB,JLESTER-L,-160,-147,7,7.5
413,ARI,DELAROSA-R,155,150,6.5,6.5
413,SDG,ACASHNER-R,-175,-165,6.5,6.5
413,KAN,DDUFFY-L,-135,-128,8.5,8
413,MIN,TMAY-R,115,118,8.5,8
413,TAM,JODORIZZI-R,130,125,8.5,8.5
413,TOR,RDICKEY-R,-150,-140,8.5,8.5
413,NYY,MPINEDA-R,-105,101,7.5,7.5
413,BAL,WCHEN-L,-115,-111,7.5,7.5
413,LAA,SHOEMAKER-R,-145,-131,8.5,9
413,TEX,RDETWILER-L,125,116,8.5,9
413,OAK,SKAZMIR-L,-130,-109,7.5,8.5
413,HOU,SFELDMAN-R,110,-101,7.5,8.5
413,DET,ASANCHEZ-R,-114,125,7,7.5
